fund_slug,description
mozilla,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: mozilla.
rengen-io,"Investment activities in United States (US). Normal investments: 4. Lead investments: 0. Main sectors: Blockchain Service (50.0%), DeFi (50.0%). Associated fund: rengen-io."
markborsten,Investment activities in Netherlands (NL). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: markborsten.
markborsten,Investment activities in United Kingdom (GB). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: markborsten.
b-riley-financial,Investment activities in United States (US). Normal investments: 1. Lead investments: 1. Main sectors: Blockchain Service (100.0%). Associated fund: b-riley-financial.
coincheck,"Investment activities in Singapore (SG). Normal investments: 2. Lead investments: 0. Main sectors: Blockchain Service (50.0%), Chain (50.0%). Associated fund: coincheck."
coincheck,Investment activities in Japan (JP). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: coincheck.
six-fintech-ventures,"Investment activities in Switzerland (CH). Normal investments: 3. Lead investments: 0. Main sectors: DeFi (66.67%), Blockchain Service (33.33%). Associated fund: six-fintech-ventures."
six-fintech-ventures,Investment activities in Belgium (BE). Normal investments: 1. Lead investments: 1. Main sectors: CeFi (100.0%). Associated fund: six-fintech-ventures.
six-fintech-ventures,Investment activities in Spain (ES). Normal investments: 1. Lead investments: 0. Main sectors: CeFi (100.0%). Associated fund: six-fintech-ventures.
six-fintech-ventures,Investment activities in United Kingdom (GB). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: six-fintech-ventures.
netdragon,Investment activities in China (CN). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: netdragon.
netdragon,Investment activities in Hong Kong (HK). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: netdragon.
bitmex,"Investment activities in United States (US). Normal investments: 2. Lead investments: 2. Main sectors: CeFi (50.0%), Blockchain Service (25.0%), DeFi (25.0%). Associated fund: bitmex."
bitmex,Investment activities in India (IN). Normal investments: 1. Lead investments: 0. Main sectors: CeFi (100.0%). Associated fund: bitmex.
bitmex,Investment activities in Philippines (PH). Normal investments: 0. Lead investments: 1. Main sectors: CeFi (100.0%). Associated fund: bitmex.
bitmex,Investment activities in Singapore (SG). Normal investments: 1. Lead investments: 0. Main sectors: CeFi (100.0%). Associated fund: bitmex.
bitmex,Investment activities in South Africa (ZA). Normal investments: 1. Lead investments: 0. Main sectors: CeFi (100.0%). Associated fund: bitmex.
ceres,"Investment activities in Japan (JP). Normal investments: 1. Lead investments: 2. Main sectors: Social (66.67%), CeFi (33.33%). Associated fund: ceres."
ceres,Investment activities in Singapore (SG). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: ceres.
kickstart-fund,"Investment activities in United States (US). Normal investments: 0. Lead investments: 2. Main sectors: Blockchain Service (50.0%), DeFi (50.0%). Associated fund: kickstart-fund."
kickstart-fund,Investment activities in Switzerland (CH). Normal investments: 0. Lead investments: 1. Main sectors: Blockchain Service (100.0%). Associated fund: kickstart-fund.
ff-venture-capital,Investment activities in United Kingdom (GB). Normal investments: 0. Lead investments: 1. Main sectors: Blockchain Service (100.0%). Associated fund: ff-venture-capital.
ff-venture-capital,Investment activities in United States (US). Normal investments: 0. Lead investments: 1. Main sectors: Blockchain Service (100.0%). Associated fund: ff-venture-capital.
angeldao,"Investment activities in United States (US). Normal investments: 10. Lead investments: 0. Main sectors: DeFi (40.0%), Blockchain Service (30.0%), GameFi (10.0%). Associated fund: angeldao."
angeldao,Investment activities in France (FR). Normal investments: 3. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: angeldao.
angeldao,Investment activities in Israel (IL). Normal investments: 2. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: angeldao.
angeldao,Investment activities in Germany (DE). Normal investments: 2. Lead investments: 0. Main sectors: Blockchain Infrastructure (100.0%). Associated fund: angeldao.
angeldao,Investment activities in Switzerland (CH). Normal investments: 2. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: angeldao.
angeldao,Investment activities in United Kingdom (GB). Normal investments: 2. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: angeldao.
angeldao,Investment activities in Serbia (RS). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: angeldao.
angeldao,Investment activities in Spain (ES). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Infrastructure (100.0%). Associated fund: angeldao.
angeldao,Investment activities in Portugal (PT). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: angeldao.
angeldao,Investment activities in Estonia (EE). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: angeldao.
angeldao,Investment activities in India (IN). Normal investments: 1. Lead investments: 0. Associated fund: angeldao.
angeldao,Investment activities in New Zealand (NZ). Normal investments: 1. Lead investments: 0. Associated fund: angeldao.
angeldao,Investment activities in Colombia (CO). Normal investments: 1. Lead investments: 0. Associated fund: angeldao.
angeldao,Investment activities in Russia (RU). Normal investments: 1. Lead investments: 0. Associated fund: angeldao.
tacans,Investment activities in Switzerland (CH). Normal investments: 2. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: tacans.
foundry-group,"Investment activities in United States (US). Normal investments: 2. Lead investments: 1. Main sectors: Blockchain Service (66.67%), DeFi (33.33%). Associated fund: foundry-group."
libertuscapital,"Investment activities in United States (US). Normal investments: 8. Lead investments: 2. Main sectors: Blockchain Service (40.0%), DeFi (20.0%), GameFi (10.0%). Associated fund: libertuscapital."
libertuscapital,Investment activities in United Kingdom (GB). Normal investments: 2. Lead investments: 0. Main sectors: Chain (100.0%). Associated fund: libertuscapital.
libertuscapital,"Investment activities in Argentina (AR). Normal investments: 1. Lead investments: 1. Main sectors: NFT (50.0%), CeFi (50.0%). Associated fund: libertuscapital."
libertuscapital,Investment activities in South Korea (KR). Normal investments: 1. Lead investments: 0. Main sectors: NFT (100.0%). Associated fund: libertuscapital.
libertuscapital,Investment activities in Portugal (PT). Normal investments: 1. Lead investments: 0. Main sectors: NFT (100.0%). Associated fund: libertuscapital.
libertuscapital,Investment activities in Russia (RU). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: libertuscapital.
libertuscapital,Investment activities in Singapore (SG). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: libertuscapital.
libertuscapital,Investment activities in Switzerland (CH). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: libertuscapital.
libertuscapital,Investment activities in Vietnam (VN). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: libertuscapital.
libertuscapital,Investment activities in China (CN). Normal investments: 0. Lead investments: 1. Main sectors: Blockchain Service (100.0%). Associated fund: libertuscapital.
libertuscapital,Investment activities in France (FR). Normal investments: 1. Lead investments: 0. Associated fund: libertuscapital.
new-enterprise,"Investment activities in United States (US). Normal investments: 19. Lead investments: 6. Main sectors: NFT (36.0%), CeFi (20.0%), Others (20.0%). Associated fund: new-enterprise."
new-enterprise,Investment activities in Singapore (SG). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: new-enterprise.
ledger-prime,"Investment activities in United States (US). Normal investments: 24. Lead investments: 0. Main sectors: DeFi (66.67%), Blockchain Infrastructure (12.5%), Social (8.33%). Associated fund: ledger-prime."
ledger-prime,"Investment activities in Singapore (SG). Normal investments: 7. Lead investments: 0. Main sectors: DeFi (71.43%), Blockchain Service (14.29%), Chain (14.29%). Associated fund: ledger-prime."
ledger-prime,"Investment activities in India (IN). Normal investments: 5. Lead investments: 0. Main sectors: DeFi (80.0%), Blockchain Infrastructure (20.0%). Associated fund: ledger-prime."
ledger-prime,"Investment activities in United Kingdom (GB). Normal investments: 5. Lead investments: 0. Main sectors: DeFi (60.0%), Blockchain Service (20.0%), Blockchain Infrastructure (20.0%). Associated fund: ledger-prime."
ledger-prime,Investment activities in Canada (CA). Normal investments: 2. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: ledger-prime.
ledger-prime,"Investment activities in Australia (AU). Normal investments: 2. Lead investments: 0. Main sectors: Blockchain Service (50.0%), DeFi (50.0%). Associated fund: ledger-prime."
ledger-prime,Investment activities in Hong Kong (HK). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: ledger-prime.
ledger-prime,Investment activities in Kenya (KE). Normal investments: 1. Lead investments: 0. Main sectors: CeFi (100.0%). Associated fund: ledger-prime.
ledger-prime,Investment activities in Netherlands (NL). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: ledger-prime.
ledger-prime,Investment activities in Romania (RO). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Infrastructure (100.0%). Associated fund: ledger-prime.
ledger-prime,Investment activities in Seychelles (SC). Normal investments: 1. Lead investments: 0. Associated fund: ledger-prime.
ledger-prime,Investment activities in Spain (ES). Normal investments: 1. Lead investments: 0. Associated fund: ledger-prime.
ledger-prime,Investment activities in Switzerland (CH). Normal investments: 1. Lead investments: 0. Associated fund: ledger-prime.
ledger-prime,Investment activities in Vietnam (VN). Normal investments: 1. Lead investments: 0. Associated fund: ledger-prime.
ledger-prime,Investment activities in Bahamas (BS). Normal investments: 1. Lead investments: 0. Associated fund: ledger-prime.
ledger-prime,Investment activities in Estonia (EE). Normal investments: 1. Lead investments: 0. Associated fund: ledger-prime.
ledger-prime,Investment activities in Finland (FI). Normal investments: 1. Lead investments: 0. Associated fund: ledger-prime.
ledger-prime,Investment activities in France (FR). Normal investments: 1. Lead investments: 0. Associated fund: ledger-prime.
ledger-prime,Investment activities in Germany (DE). Normal investments: 1. Lead investments: 0. Associated fund: ledger-prime.
vendetta-capital,"Investment activities in United States (US). Normal investments: 6. Lead investments: 0. Main sectors: DeFi (66.67%), Blockchain Infrastructure (16.67%), Chain (16.67%). Associated fund: vendetta-capital."
